,District,Buildingname,Lastdateofvisitbyanyoftheinvolvedcase(s),Relatedconfirmed/probablecases,Relatedconfirmed/probablecases
516,"Golden Mansion, 83-85 Chatham Road South",Yau Tsim Mong,,972,
517,"Hillier Building, 273 - 275 Queen's Road Central",Central & Western,,973,
518,"Tung Hei Court, 73 Bulkeley Street",Kowloon City,,974,
519,2-4 Shelley Street,Central & Western,13/03/2020,,"191, 217, 250, 332"
520,44 D'Aguilar Street,Central & Western,13/03/2020,,"191, 217, 250, 332"
521,63 Wyndham Street,Central & Western,13/03/2020,,"191, 217, 373"
522,45 Pottinger Street,Central & Western,13/03/2020,,"217, 275, 278, 284, 332"
523,Pinnacle Building,Wan Chai,14/03/2020,,"169, 208"
524,Scenic Rise,Central & Western,14/03/2020,,"169, 208, 315"
525,Auberge Discovery Bay Hong Kong,Islands,14/03/2020,,"191, 233, 237, 253, 258, 259, 287, 295, 332, 373"
526,Wing On Plaza,Yau Tsim Mong,14/03/2020,,"191, 373"
527,Harbour Crystal Centre,Yau Tsim Mong,14/03/2020,,"233, 253, 259, 295"
528,Union Industrial Building,Southern,15/03/2020,,"169, 208, 277, 315, 375"
529,100 Third Street,Central & Western,15/03/2020,,"566, 618"
530,Win Fung Building,Wan Chai,16/03/2020,,"169, 208"
531,152 Austin Road,Yau Tsim Mong,16/03/2020,,"174, 222, 243, 285, 286"
532,Nan Dao Commercial Building,Central & Western,16/03/2020,,"177, 178"
533,Silver Jubilee Mansion,Central & Western,16/03/2020,,"177, 178"
534,Century Square,Central & Western,16/03/2020,,"184, 195"
535,California Tower,Central & Western,16/03/2020,,"195, 199"
536,"Shopping Centre, Melody Garden",Tuen Mun,17/03/2020,,"120 , 121, 244"
537,CCT Telecom Building,Sha Tin,17/03/2020,,"191, 217"
538,Hong Kong Baptist Hospital,Kowloon City,17/03/2020,,"195, 243"
539,"Block 1, Kwai Tak Industrial Centre",Kwai Tsing,17/03/2020,,"229, 337, 338"
540,Bank of China building,Central & Western,18/03/2020,,"106, 183, 204"
541,CCT Telecom Building,Sha Tin,18/03/2020,,"191, 217, 373"
542,"ICBC Tower, Garden Road",Central & Western,18/03/2020,,"195, 339"
543,Tung Chung Crescent,Islands,19/03/2020,,"212, 271"
544,Cheung Lung Industrial Building,Sham Shui Po,19/03/2020,,"291, 312, 372, 391, 429"
545,97 Hollywood Road,Central & Western,20/03/2020,,"266, 319"
546,62 Hollywood Road,Central & Western,20/03/2020,,"266, 342"
547,Manson House,Yau Tsim Mong,20/03/2020,,"428, 855"
548,Ho Lee Commercial Building,Central & Western,22/03/2020,,"182, 227, 276, 343, 360, 362, 367, 384, 386, 387, 389, 394, 411, 422, 432, 433, 440, 442, 453, 497, 501, 511, 513, 576, 627, 746, 877"
549,Two Chinachem Plaza,Central & Western,22/03/2020,,"563, 683"
550,76 Jaffe Road,Wan Chai,24/03/2020,,"276, 343, 362, 367, 386, 387, 389, 413, 432, 433, 434, 440, 477, 499, 501, 509, 513, 519, 524, 576, 635, 638, 707, 746, 864, 877, 951"
551,9 Knutsford Terrace,Yau Tsim Mong,24/03/2020,,"387, 389, 395, 411, 428, 433, 447, 450, 458, 462, 466,  483, 484, 498, 501, 510, 511, 512, 513, 514, 517, 526, 573, 581, 614, 615, 625, 663, 670, 674, 746, 755, 846, 863, 904, 906"
552,10-11 Knustsford Terrace,Yau Tsim Mong,24/03/2020,,"483, 516"
553,MW Plaza,Yau Tsim Mong,24/03/2020,,"567, 842"
554,25 Carnarvon Road,Yau Tsim Mong,24/03/2020,,"662, 687, 702, 704, 705, 758, 759"
555,Lok Sing Centre,Wan Chai,25/03/2020,,"903, 923, 925, 932, 954"
556,Fu Hing Building,Yuen Long,26/03/2020,,466
557,Yoho Mall I,Yuen Long,26/03/2020,,466
558,93 Pau Chung Street,Kowloon City,26/03/2020,,484
559,New Town Plaza,Sha Tin,26/03/2020,,495
560,70 Chun Choi Street,Sai Kung,26/03/2020,,562
561,Carado Garden,Sha Tin,26/03/2020,,610
562,Euro Trade Centre,Central & Western,26/03/2020,,625
563,23 Luard Road,Wan Chai,26/03/2020,,"682, 857"
564,Pearl Oriental Tower,Yau Tsim Mong,26/03/2020,,769
565,Nan Fung Centre,Tsuen Wan,26/03/2020,,833
566,Tsuen Wan Adventist Hospital,Tsuen Wan,26/03/2020,,833
567,Golden Computer Centre,Sham Shui Po,26/03/2020,,925
568,Yiko Industrial Building,Eastern,26/03/2020,,958
569,82 Jaffe Road,Wan Chai,27/03/2020,,"276, 362, 367, 386, 387, 389, 432, 433, 440, 481, 501, 513, 531, 626, 746, 877, 973"
570,Hong Kong Adventist Hospital - Tsuen Wan,Tsuen Wan,27/03/2020,,511
571,68 Lai Chi Kok Road,Yau Tsim Mong,27/03/2020,,567
572,China Insurance Group Building,Central & Western,27/03/2020,,609
573,Leung King Commercial Complex,Tuen Mun,27/03/2020,,632
574,San Hui Market,Tuen Mun,27/03/2020,,632
575,APM,Kwun Tong,27/03/2020,,637
576,L'Hart,Wan Chai,27/03/2020,,663
577,West Kowloon Cultural District,Yau Tsim Mong,27/03/2020,,663
578,Wycombe Abbey School Hong Kong (Tin Wan Campus),Southern,27/03/2020,,682
579,Olympian City Two,Yau Tsim Mong,27/03/2020,,686
580,K11 Musea,Yau Tsim Mong,27/03/2020,,"687, 702, 704, 705, 758, 759"
581,The Gateway Tower 1,Yau Tsim Mong,27/03/2020,,718
582,8 Russell Street,Wan Chai,27/03/2020,,750
583,67 Yi Chun Street,Sai Kung,27/03/2020,,756
584,Kam Po Court,Sai Kung,27/03/2020,,756
585,The One,Yau Tsim Mong,27/03/2020,,756
586,Mira Place Two,Yau Tsim Mong,27/03/2020,,756
587,AIA Financial Center,Wong Tai Sin,27/03/2020,,769
588,The One,Yau Tsim Mong,27/03/2020,,796
589,Mira Place 2,Yau Tsim Mong,27/03/2020,,796
590,67 Yi Chun Street,Sai Kung,27/03/2020,,796
591,Hysan Place,Wan Chai,27/03/2020,,806
592,Lokville Commercial Building,Yau Tsim Mong,27/03/2020,,842
593,163 Hennessy Road,Wan Chai,27/03/2020,,857
594,iSQUARE,Yau Tsim Mong,28/03/2020,,"504, 756"
595,10 Knutsford Terrace,Yau Tsim Mong,28/03/2020,,"567, 842"
596,Burlington Arcade,Yau Tsim Mong,28/03/2020,,638
597,Cathay Pacific City,Islands,28/03/2020,,641
598,23 Yip Kan Street,Southern,28/03/2020,,"719, 801, 849"
599,Tung Chung Health Centre,Islands,28/03/2020,,743
600,Hang On Building,Wong Tai Sin,28/03/2020,,755
601,Allways Center,Wan Chai,28/03/2020,,769
602,Langham Place Office Tower,Yau Tsim Mong,28/03/2020,,796
603,Che Wah Buildilng,Wong Tai Sin,28/03/2020,,797
604,Plaza Hollywood,Wong Tai Sin,28/03/2020,,835
605,Shinyam Commercial Building,Wan Chai,28/03/2020,,840
606,Police Sports and Recreation Club,Yau Tsim Mong,29/03/2020,,663
607,Hip Wo House,Kwun Tong,29/03/2020,,718
608,Abba Shopping Mall,Southern,29/03/2020,,748
609,Tung Po Mansion,Eastern,29/03/2020,,750
610,10 Shau Kei Wan Main Street East,Eastern,29/03/2020,,750
611,Oliv,Wan Chai,29/03/2020,,769
612,Kam Po Court,Sai Kung,29/03/2020,,796
613,Cathay Pacific City,Islands,30/03/2020,,753
614,Hong Kong Baptist Hospital,Kowloon City,30/03/2020,,767
615,Lee Tung Avenue,Wan Chai,30/03/2020,,774
616,64 Stone Nullah Lane,Wan Chai,30/03/2020,,774
617,Man Po Building,Wong Tai Sin,30/03/2020,,797
618,The Gateway Tower 6,Yau Tsim Mong,30/03/2020,,923
619,Hang Seng Bank Headquarters Building,Central & Western,30/03/2020,,957
620,CMB Wing Lung Bank Building,Central & Western,30/03/2020,,957
621,Central Government Pier,Central & Western,31/03/2020,,717
622,Global Trade Square,Southern,31/03/2020,,719
623,Yat Tung Shopping Centre,Islands,31/03/2020,,753
624,Precious Blood Hospital,Sham Shui Po,31/03/2020,,757
625,Cheong Ip Building,Wan Chai,31/03/2020,,760
626,Ming Fung Building,Wan Chai,31/03/2020,,797
627,Prince's Building,Central & Western,31/03/2020,,812
628,Beverly Garden Shopping Centre,Sai Kung,31/03/2020,,835
629,Beverly Garden,Sai Kung,31/03/2020,,903
630,D2 Place One,Sham Shui Po,31/03/2020,,926
631,Sterling Centre,Sham Shui Po,31/03/2020,,926
632,Cheung Fat Building,Yuen Long,31/03/2020,,926
633,Shek Kip Mei Reporting Centre And PTU KW Operational Base,Sham Shui Po,01/04/2020,,"663, 854"
634,Hong Kong Sanatorium & Hospital,Wan Chai,01/04/2020,,799
635,Union Hospital,Sha Tin,01/04/2020,,799
636,Westlands Centre,Eastern,01/04/2020,,"801, 960"
637,Queensway Plaza,Central & Western,01/04/2020,,863
638,Convention Plaza Shopping Arcade,Wan Chai,01/04/2020,,865
639,York Place,Wan Chai,01/04/2020,,923
640,"Kwai Tsui House, Wan Tsui Estate",Eastern,01/04/2020,,954
641,50 Wellington Street,Central & Western,02/04/2020,,865
642,38-46 Hennessy Road,Wan Chai,02/04/2020,,923
643,Wing On Plaza,Yau Tsim Mong,02/04/2020,,923
644,Wang Cheung Industrial Building,Kwun Tong,02/04/2020,,932
645,Perkins Road,Wan Chai,02/04/2020,,935
646,Li Po Chun Chambers,Central & Western,02/04/2020,,961
647,1 – 29 Tang Lung Street,Wan Chai,03/04/2020,,865
648,110-116 Jaffe Road,Wan Chai,03/04/2020,,923
649,88 Gloucester Road,Wan Chai,03/04/2020,,"923, 925"
650,Wings Building,Central & Western,03/04/2020,,957
651,Ecumenical Christian Building,Yau Tsim Mong,03/04/2020,,961
652,Lee Garden One,Wan Chai,03/04/2020,,968
653,Shun Tak Centre,Central & Western,04/04/2020,,"923, 932"
654,Holiday Inn Express Hong Kong Mongkok,Yau Tsim Mong,04/04/2020,,Case notified by the Health Commission of Guangdong province
655,Windsor House,Wan Chai,05/04/2020,,"903, 925, 944"
656,Ching Long Shopping Centre,Kowloon City,05/04/2020,,925
657,57-58 Chuen Lung Village,Tsuen Wan,05/04/2020,,936
658,Bank Centre Mall,Yau Tsim Mong,05/04/2020,,936
659,New Town Plaza,Sha Tin,05/04/2020,,936
660,MOKO,Yau Tsim Mong,05/04/2020,,936
661,"Choi Chu House, Choi Yuen Estate",North,05/04/2020,,945
662,Chai Wan Municipal Services Building Chai Wan Market,Eastern,05/04/2020,,958
663,Hong Kong Adventist Hospital,Wan Chai,06/04/2020,,935
664,Shek Wu Hui Municipal Services Building,North,06/04/2020,,945
665,Union Plaza,North,06/04/2020,,945
666,Yue Wan Market,Eastern,06/04/2020,,958
667,"Administration Building, Yue Wan Estate",Eastern,06/04/2020,,958
668,Domain,Kwun Tong,06/04/2020,,960
669,New East Ocean Centre,Yau Tsim Mong,07/04/2020,,955
670,Festival Walk,Kowloon City,07/04/2020,,955
671,Golden Mansion,Yau Tsim Mong,08/04/2020,,972
672,8 Hart Avenue,Yau Tsim Mong,08/04/2020,,972
