,Building name,District,Last date of visitby any of theinvolved case(s),Related confirmed /probable cases,Related confirmed / probablecase number
30,Peak Garden Court,Kowloon City,,,829
0,"Tower 5, Aria",Wong Tai Sin,,,830
1,Lau Kwai Fong Hotel,Central & Western,,,832
2,"Block 2, Hong Kong Garden",Tsuen Wan,,,833
3,"Tower 14, Hong Kong Parkview",Southern,,,834
4,"Tower 7, Bauhinia Garden",Sai Kung,,,835
5,Resiglow,Wan Chai,,,836
6,Hang Shun Mansions,Wan Chai,,,838
7,Metropark Hotel Mongkok,Yau Tsim Mong,,,839
8,"Ping Sin House, Ping Tao Estate",Kwun Tong,,,840
9,St. Moritz,Sha Tin,,,843
10,35 Station Lane,Kowloon City,,,844
11,38 Jordan Road,Yau Tsim Mong,,,845
12,"Block 2, Laguna City",Kwun Tong,,,846
13,Princeton Tower,Central & Western,,,847
14,"Chau Kwai House, Kwai Chung Estate",Kwai Tsing,,,848
15,292 Lockhart Road,Wan Chai,,,849
16,"Seabird Lane, Discovery Bay",Islands,,,850
17,"Tower 2, One Homantin",Kowloon City,,,851
18,Best Western Plus Hotel Hong Kong,Central & Western,,,852
19,"Block 1, Dragon Centre",Wan Chai,,,853
20,"Ko Fung House, Ko Cheung Court",Kwun Tong,,,854
21,"Kan Tau Tsuen, Kwan Tei",North,,,855
22,"Chuen Shui House, Shui Pin Wai Estate",Yuen Long,,,856
23,United Mansion,Wan Chai,,,857
24,"Block B, Lung Fung Garden",North,,,858
25,"Block B, Lung Fung Garden",North,,,859
26,"Block B, Lung Fung Garden",North,,,860
27,Le Billionnaire,Kowloon City,,,862
28,"Sheung Yan House, Sheung Tak Estate",Sai Kung,,,863
29,Rose Gardens,Central & Western,,,865
30,Bishop Lei International House,Central & Western,,,866
0,Dorsett Tsuen Wan,Kwai Tsing,,,867
1,"Fai Shing House, May Shing Court",Sha Tin,,,868
2,Green Valley Mansion,Wan Chai,,,869
3,Kei Ling Ha San Wai,Tai Po,,,870
4,Silka Tsuen Wan Hotel,Kwai Tsing,,,871
5,"Hang King House, Siu Shan Court",Tuen Mun,,,872
6,Borrett Mansions,Central & Western,,,873
7,Dorsett Wanchai,Wan Chai,,,874
8,Kam Tong Building,Yau Tsim Mong,,,875
9,"Block 4, Locwood Court, Kingswood Villas",Yuen Long,,,876
10,Island View,Islands,,,878
11,"Block 4, Laguna City",Kwun Tong,,,879
12,Tagus Residences,Wan Chai,,,881
13,Kei Pik Shan,Sai Kung,,,882
14,Blue Pool Court,Wan Chai,,,883
15,"Choi Shing House, Choi Tak Estate",Kwun Tong,,,884
16,"Block B, Monticello",Central & Western,,,885
17,Ramada Hong Kong Grand View,Eastern,,,886
18,Kam Fat Building,Tuen Mun,,,887
19,"Tower 2, The Metropolis Residence",Kowloon City,,,888
20,"Block 33, Baguio Villa (Lower)",Southern,,,889
21,"Block C, Garden Vista",Sha Tin,,,890
22,Tung Hei Court,Kowloon City,,,891
0,2-4 Shelley Street,Central & Western,13/03/2020,"191, 217, 250, 332",
1,44 D'Aguilar Street,Central & Western,13/03/2020,"191, 217, 250, 332",
2,63 Wyndham Street,Central & Western,13/03/2020,"191, 217, 373",
3,45 Pottinger Street,Central & Western,13/03/2020,"217, 275, 278, 284,332",
4,Pinnacle Building,Wan Chai,14/03/2020,"169, 208",
5,Scenic Rise,Central & Western,14/03/2020,"169, 208, 315",
6,Auberge Discovery Bay HongKong,Islands,14/03/2020,"191, 233, 237, 253,258, 259, 287, 295,332, 373",
7,Wing On Plaza,Yau Tsim Mong,14/03/2020,"191, 373",
8,Harbour Crystal Centre,Yau Tsim Mong,14/03/2020,"233, 253, 259, 295",
9,Union Industrial Building,Southern,15/03/2020,"169, 208, 277, 315,375",
10,100 Third Street,Central & Western,15/03/2020,"566, 618",
11,Win Fung Building,Wan Chai,16/03/2020,"169, 208",
12,152 Austin Road,Yau Tsim Mong,16/03/2020,"174, 222, 243, 285,286",
13,Nan Dao Commercial Building,Central & Western,16/03/2020,"177, 178",
14,Silver Jubilee Mansion,Central & Western,16/03/2020,"177, 178",
15,Century Square,Central & Western,16/03/2020,"184, 195",
16,California Tower,Central & Western,16/03/2020,"195, 199",
17,"Shopping Centre, Melody Garden",Tuen Mun,17/03/2020,"120 , 121, 244",
18,CCT Telecom Building,Sha Tin,17/03/2020,"191, 217",
19,Hong Kong Baptist Hospital,Kowloon City,17/03/2020,"195, 243",
20,"Block 1, Kwai Tak IndustrialCentre",Kwai Tsing,17/03/2020,"229, 337, 338",
21,Bank of China building,Central & Western,18/03/2020,"106, 183, 204",
22,CCT Telecom Building,Sha Tin,18/03/2020,"191, 217, 373",
23,"ICBC Tower, Garden Road",Central & Western,18/03/2020,"195, 339",
24,Tung Chung Crescent,Islands,19/03/2020,"212, 271",
0,Cheung Lung Industrial Building,Sham Shui Po,19/03/2020,"291, 312, 372,391, 429",
1,97 Hollywood Road,Central & Western,20/03/2020,"266, 319",
2,62 Hollywood Road,Central & Western,20/03/2020,"266, 342",
3,Manson House,Yau Tsim Mong,20/03/2020,"428, 855",
4,Ho Lee Commercial Building,Central & Western,22/03/2020,"182, 227, 276, 343,360, 362, 367, 384,386, 387, 389, 394,411, 422, 432, 433,440, 442, 453, 497,501, 511, 513, 576,627, 746",
5,2B Hung Fook Street,Kowloon City,22/03/2020,385,
6,Mai Kei Building,Tuen Mun,22/03/2020,411,
7,69 - 119 Broadway Street,Sham Shui Po,22/03/2020,414,
8,Empire Centre,Yau Tsim Mong,22/03/2020,415,
9,Central Building,Central & Western,22/03/2020,420,
10,Chai Wan Municipal ServicesBuilding,Eastern,22/03/2020,422,
11,354 Hennessy Road,Wan Chai,22/03/2020,423,
12,Dragon Rise Building,Wan Chai,22/03/2020,423,
13,Citywalk Phase 1,Tsuen Wan,22/03/2020,428,
14,Hing Wah Plaza,Eastern,22/03/2020,442,
15,88 Gloucester Road,Wan Chai,22/03/2020,524,
16,Two Chinachem Plaza,Central & Western,22/03/2020,"563, 683",
17,"Deli Place (Site 4), the Whampoa",Kowloon City,22/03/2020,609,
18,The Whampoa,Kowloon City,22/03/2020,609,
19,"Home World, the Whampoa",Kowloon City,22/03/2020,609,
20,Omega Plaza,Yau Tsim Mong,22/03/2020,702,
21,6-8 Malacca street,Kowloon City,22/03/2020,704,
22,Good View Court,Central & Western,22/03/2020,717,
23,Harbour Place Club House,Kowloon City,22/03/2020,718,
24,Laguna Arcade,Kwun Tong,22/03/2020,746,
25,33 Des Voeux Road Central,Central & Western,23/03/2020,402,
0,Lai Wan Market,Sham Shui Po,23/03/2020,414,
1,Best Western Plus Hotel Kowloon,Yau Tsim Mong,23/03/2020,415,
2,Wing On House,Central & Western,23/03/2020,422,
3,Wai Fong Court,Eastern,23/03/2020,422,
4,Hollywood Plaza,Yau Tsim Mong,23/03/2020,428,
5,King Wah Centre,Yau Tsim Mong,23/03/2020,428,
6,498-500 Nathan Road,Yau Tsim Mong,23/03/2020,437,
7,Hang Lung Centre,Wan Chai,23/03/2020,465,
8,Henley Building,Central & Western,23/03/2020,466,
9,Hysan Place,Wan Chai,23/03/2020,466,
10,The Park Lane,Wan Chai,23/03/2020,466,
11,Sha Tin Government Offices,Sha Tin,23/03/2020,514,
12,Lee Chau Commercial Building,Yau Tsim Mong,23/03/2020,516,
13,55 Sau Fu Street,Yuen Long,23/03/2020,615,
14,The Pulse,Southern,23/03/2020,618,
15,Hung To Centre,Kwun Tong,23/03/2020,637,
16,"Kai Shing House, Kai Yip Estate",Kwun Tong,23/03/2020,643,
17,Yiu Pont House,Yau Tsim Mong,23/03/2020,704,
18,76 Jaffe Road,Wan Chai,24/03/2020,"276, 343, 362, 367,386, 387, 389, 413,432, 433, 434, 440,477, 499, 501, 509,513, 519, 524, 576,635, 638, 707, 746,864",
0,9 Knutsford Terrace,Yau Tsim Mong,24/03/2020,"387, 389, 395, 411,428, 433, 447, 450,458, 462, 466,  483,484, 498, 501, 510,511, 512, 513, 514,517, 526, 573, 581,614, 615, 625, 663,670, 674, 746, 755,846, 863",
1,Silvercord,Yau Tsim Mong,24/03/2020,388,
2,Lander Hotel Prince Edward,Sham Shui Po,24/03/2020,388,
3,Mary Building,Yau Tsim Mong,24/03/2020,388,
4,Sceneway Plaza,Kwun Tong,24/03/2020,412,
5,Ping Yan Shopping Centre,Yuen Long,24/03/2020,413,
6,China Insurance Group Building,Central & Western,24/03/2020,415,
7,Sham Shui Po Police Station,Sham Shui Po,24/03/2020,428,
8,New Territories South RegionalPolice Headquarters,Tsuen Wan,24/03/2020,428,
9,Wan Chai Market,Wan Chai,24/03/2020,433,
10,Metroplaza,Kwai Tsing,24/03/2020,442,
11,Yin Hing Building,Wong Tai Sin,24/03/2020,450,
12,Hyatt Regency Hong Kong,Sha Tin,24/03/2020,458,
13,Eu Yan Sang Tower,Yau Tsim Mong,24/03/2020,465,
14,"ICBC Tower, Garden Road",Central & Western,24/03/2020,467,
15,10-11 Knustsford Terrace,Yau Tsim Mong,24/03/2020,"483, 516",
16,Hilton Plaza,Sha Tin,24/03/2020,483,
17,MW Plaza,Yau Tsim Mong,24/03/2020,"567, 842",
18,Lokville Commercial Building,Yau Tsim Mong,24/03/2020,567,
0,Gleneagles Hospital Hong Kong,Southern,24/03/2020,573,
1,2 Arbuthnot Road,Central & Western,24/03/2020,579,
2,Langham Place,Yau Tsim Mong,24/03/2020,611,
3,8 First Street,Central & Western,24/03/2020,622,
4,25 Carnarvon Road,Yau Tsim Mong,24/03/2020,"662, 687, 702, 704,705, 758, 759",
5,The Mills,Tsuen Wan,24/03/2020,704,
6,8 Minden Avenue,Yau Tsim Mong,24/03/2020,704,
7,Maxi Mall,Eastern,24/03/2020,717,
8,"Phase 2, Amoy Gardens",Kwun Tong,24/03/2020,718,
9,"Phase 1, Amoy Plaza",Kwun Tong,24/03/2020,718,
10,Yoho Mall II,Yuen Long,25/03/2020,413,
11,Pionner Centre,Yau Tsim Mong,25/03/2020,415,
12,Entertainment Building,Central & Western,25/03/2020,452,
13,Abba Shopping Mall,Southern,25/03/2020,463,
14,Yan Oi General Out-Patient Clinic,Tuen Mun,25/03/2020,466,
15,T.W.G.HS. Jockey ClubRehabilitation Complex,Southern,25/03/2020,512,
16,St. Teresa's Hospital,Yau Tsim Mong,25/03/2020,514,
17,5 Tonnochy Road,Wan Chai,25/03/2020,525,
18,Hilltop Plaza,Central & Western,25/03/2020,566,
19,Wing Cheong Building,Yau Tsim Mong,25/03/2020,567,
20,Festival Walk,Sham Shui Po,25/03/2020,573,
21,Hong Kong Baptist Hospital,Kowloon City,25/03/2020,611,
22,36 Pottinger Street,Central & Western,25/03/2020,618,
23,Sun Cheong Industrial Building,Sham Shui Po,25/03/2020,625,
24,Tak Cheung Building,Yuen Long,25/03/2020,633,
25,Asia Pacific Centre,Central & Western,25/03/2020,682,
0,Macau Yat Yuen Centre,Wan Chai,25/03/2020,682,
1,Two Exchange Square,Central & Western,25/03/2020,682,
2,North Point Government Offices,Eastern,25/03/2020,748,
3,Lockville Commercial Building,Yau Tsim Mong,25/03/2020,769,
4,22 Shanghai Street,Yau Tsim Mong,25/03/2020,769,
5,Soundwill Plaza,Wan Chai,25/03/2020,797,
6,Fu Hing Building,Yuen Long,26/03/2020,466,
7,Yoho Mall I,Yuen Long,26/03/2020,466,
8,93 Pau Chung Street,Kowloon City,26/03/2020,484,
9,New Town Plaza,Sha Tin,26/03/2020,495,
10,70 Chun Choi Street,Sai Kung,26/03/2020,562,
11,Carado Garden,Sha Tin,26/03/2020,610,
12,Euro Trade Centre,Central & Western,26/03/2020,625,
13,Shek Kip Mei Reporting Centre,Sham Shui Po,26/03/2020,663,
14,23 Luard Road,Wan Chai,26/03/2020,"682, 857",
15,Pearl Oriental Tower,Yau Tsim Mong,26/03/2020,769,
16,Nan Fung Centre,Tsuen Wan,26/03/2020,833,
17,Tsuen Wan Adventist Hospital,Tsuen Wan,26/03/2020,833,
18,82 Jaffe Road,Wan Chai,27/03/2020,"276, 362, 367, 386,387, 389, 432, 433,440, 481, 501, 513,531, 626, 746",
19,Hong Kong Adventist Hospital -Tsuen Wan,Tsuen Wan,27/03/2020,511,
20,68 Lai Chi Kok Road,Yau Tsim Mong,27/03/2020,567,
21,China Insurance Group Building,Central & Western,27/03/2020,609,
22,Leung King Commercial Complex,Tuen Mun,27/03/2020,632,
23,San Hui Market,Tuen Mun,27/03/2020,632,
24,APM,Kwun Tong,27/03/2020,637,
25,L'Hart,Wan Chai,27/03/2020,663,
0,West Kowloon Cultural District,Yau Tsim Mong,27/03/2020,663,
1,Wycombe Abbey School HongKong (Tin Wan Campus),Southern,27/03/2020,682,
2,Olympian City Two,Yau Tsim Mong,27/03/2020,686,
3,K11 Musea,Yau Tsim Mong,27/03/2020,"687, 702, 704, 705,758, 759",
4,Gateway Tower 1,Yau Tsim Mong,27/03/2020,718,
5,67 Yi Chun Street,Sai Kung,27/03/2020,756,
6,Kam Po Court,Sai Kung,27/03/2020,756,
7,The One,Yau Tsim Mong,27/03/2020,756,
8,Mira Place Two,Yau Tsim Mong,27/03/2020,756,
9,AIA Financial Center,Wong Tai Sin,27/03/2020,769,
10,The One,Yau Tsim Mong,27/03/2020,796,
11,Mira Place 2,Yau Tsim Mong,27/03/2020,796,
12,67 Yi Chun Street,Sai Kung,27/03/2020,796,
13,Hysan Place,Wan Chai,27/03/2020,806,
14,Lokville Commercial Building,Yau Tsim Mong,27/03/2020,842,
15,163 Hennessy Road,Wan Chai,27/03/2020,857,
16,iSQUARE,Yau Tsim Mong,28/03/2020,"504, 756",
17,10 Knutsford Terrace,Yau Tsim Mong,28/03/2020,"567, 842",
18,"Burlington Arcade, Tsim Sha Tsui",Yau Tsim Mong,28/03/2020,638,
19,Cathay Pacific City,Islands,28/03/2020,641,
20,23 Yip Kan Street,Southern,28/03/2020,"719, 801, 849",
21,Tung Chung Health Centre,Islands,28/03/2020,743,
22,Hang On Building,Wong Tai Sin,28/03/2020,755,
23,Allways Center,Wan Chai,28/03/2020,769,
24,Langham Place Office Tower,Yau Tsim Mong,28/03/2020,796,
25,Che Wah Buildilng,Wong Tai Sin,28/03/2020,797,
26,Plaza Hollywood,Wong Tai Sin,28/03/2020,835,
27,Shinyam Commercial Building,Wan Chai,28/03/2020,840,
28,Police Sports and Recreation Club,Yau Tsim Mong,29/03/2020,663,
29,Hip Wo House,Kwun Tong,29/03/2020,718,
30,Abba Shopping Mall,Southern,29/03/2020,748,
31,Tung Po Mansion,Eastern,29/03/2020,750,
0,10 Shau Kei Wan Main Street East,Eastern,29/03/2020,750,
1,Oliv,Wan Chai,29/03/2020,769,
2,Kam Po Court,Sai Kung,29/03/2020,796,
3,Cathay Pacific City,Islands,30/03/2020,753,
4,Hong Kong Baptist Hospital,Kowloon City,30/03/2020,767,
5,Lee Tung Avenue,Wan Chai,30/03/2020,774,
6,64 Stone Nullah Lane,Wan Chai,30/03/2020,774,
7,Man Po Building,Wong Tai Sin,30/03/2020,797,
8,Central Government Pier,Central & Western,31/03/2020,717,
9,Global Trade Square,Southern,31/03/2020,719,
10,Yat Tung Shopping Centre,Islands,31/03/2020,753,
11,Precious Blood Hospital,Sham Shui Po,31/03/2020,757,
12,Cheong Ip Building,Wan Chai,31/03/2020,760,
13,Ming Fung Building,Wan Chai,31/03/2020,797,
14,Prince's Building,Central & Western,31/03/2020,812,
15,Beverly Garden Shopping Centre,Sai Kung,31/03/2020,835,
16,Hong Kong Sanatorium &Hospital,Wan Chai,01/04/2020,799,
17,Union Hospital,Sha Tin,01/04/2020,799,
18,Shek Kip Mei Reporting CentreAnd PTU KW Operational Base,Sham Shui Po,01/04/2020,854,
19,Queensway Plaza,Central & Western,01/04/2020,863,
20,Conventional Plaza ShoppingArcade,Wan Chai,01/04/2020,865,
21,50 Wellington Street,Central & Western,02/04/2020,865,
22,1 – 29 Tang Lung Street,Wan Chai,03/04/2020,865,
