,District,Buildingname,Lastdateofvisitbyanyoftheinvolvedcase(s),Relatedconfirmed/probablecases,Relatedconfirmed/probablecases
507,Nan Dao Commercial Building,Central & Western,16/03/2020,,"177, 178"
508,Silver Jubilee Mansion,Central & Western,16/03/2020,,"177, 178"
509,Century Square,Central & Western,16/03/2020,,"184, 195"
510,California Tower,Central & Western,16/03/2020,,"195, 199"
511,"Shopping Centre, Melody Garden",Tuen Mun,17/03/2020,,"120 , 121, 244"
512,CCT Telecom Building,Sha Tin,17/03/2020,,"191, 217"
513,Hong Kong Baptist Hospital,Kowloon City,17/03/2020,,"195, 243"
514,"Block 1, Kwai Tak Industrial Centre",Kwai Tsing,17/03/2020,,"229, 337, 338"
515,Bank of China building,Central & Western,18/03/2020,,"106, 183, 204"
516,CCT Telecom Building,Sha Tin,18/03/2020,,"191, 217, 373"
517,"ICBC Tower, Garden Road",Central & Western,18/03/2020,,"195, 339"
518,Tung Chung Crescent,Islands,19/03/2020,,"212, 271"
519,Cheung Lung Industrial Building,Sham Shui Po,19/03/2020,,"291, 312, 372, 391, 429"
520,97 Hollywood Road,Central & Western,20/03/2020,,"266, 319"
521,62 Hollywood Road,Central & Western,20/03/2020,,"266, 342"
522,Manson House,Yau Tsim Mong,20/03/2020,,"428, 855"
523,Ho Lee Commercial Building,Central & Western,22/03/2020,,"182, 227, 276, 343, 360, 362, 367, 384, 386, 387, 389, 394, 411, 422, 432, 433, 440, 442, 453, 497, 501, 511, 513, 576, 627, 746, 877"
524,Two Chinachem Plaza,Central & Western,22/03/2020,,"563, 683"
525,76 Jaffe Road,Wan Chai,24/03/2020,,"276, 343, 362, 367, 386, 387, 389, 413, 432, 433, 434, 440, 477, 499, 501, 509, 513, 519, 524, 576, 635, 638, 707, 746, 864, 877, 951"
526,9 Knutsford Terrace,Yau Tsim Mong,24/03/2020,,"387, 389, 395, 411, 428, 433, 447, 450, 458, 462, 466,  483, 484, 498, 501, 510, 511, 512, 513, 514, 517, 526, 573, 581, 614, 615, 625, 663, 670, 674, 746, 755, 846, 863, 904, 906"
527,10-11 Knustsford Terrace,Yau Tsim Mong,24/03/2020,,"483, 516"
528,MW Plaza,Yau Tsim Mong,24/03/2020,,"567, 842"
529,25 Carnarvon Road,Yau Tsim Mong,24/03/2020,,"662, 687, 702, 704, 705, 758, 759"
530,Lok Sing Centre,Wan Chai,25/03/2020,,"903, 923, 925, 932, 954"
531,23 Luard Road,Wan Chai,26/03/2020,,"682, 857"
532,82 Jaffe Road,Wan Chai,27/03/2020,,"276, 362, 367, 386, 387, 389, 432, 433, 440, 481, 501, 513, 531, 626, 746, 877, 973"
533,Hong Kong Adventist Hospital - Tsuen Wan,Tsuen Wan,27/03/2020,,511
534,68 Lai Chi Kok Road,Yau Tsim Mong,27/03/2020,,567
535,China Insurance Group Building,Central & Western,27/03/2020,,609
536,Leung King Commercial Complex,Tuen Mun,27/03/2020,,632
537,San Hui Market,Tuen Mun,27/03/2020,,632
538,APM,Kwun Tong,27/03/2020,,637
539,L'Hart,Wan Chai,27/03/2020,,663
540,West Kowloon Cultural District,Yau Tsim Mong,27/03/2020,,663
541,Wycombe Abbey School Hong Kong (Tin Wan Campus),Southern,27/03/2020,,682
542,Olympian City Two,Yau Tsim Mong,27/03/2020,,686
543,K11 Musea,Yau Tsim Mong,27/03/2020,,"687, 702, 704, 705, 758, 759"
544,The Gateway Tower 1,Yau Tsim Mong,27/03/2020,,718
545,8 Russell Street,Wan Chai,27/03/2020,,750
546,67 Yi Chun Street,Sai Kung,27/03/2020,,756
547,Kam Po Court,Sai Kung,27/03/2020,,756
548,The One,Yau Tsim Mong,27/03/2020,,756
549,Mira Place Two,Yau Tsim Mong,27/03/2020,,756
550,AIA Financial Center,Wong Tai Sin,27/03/2020,,769
551,The One,Yau Tsim Mong,27/03/2020,,796
552,Mira Place 2,Yau Tsim Mong,27/03/2020,,796
553,67 Yi Chun Street,Sai Kung,27/03/2020,,796
554,Hysan Place,Wan Chai,27/03/2020,,806
555,Lokville Commercial Building,Yau Tsim Mong,27/03/2020,,842
556,163 Hennessy Road,Wan Chai,27/03/2020,,857
557,iSQUARE,Yau Tsim Mong,28/03/2020,,"504, 756"
558,10 Knutsford Terrace,Yau Tsim Mong,28/03/2020,,"567, 842"
559,Burlington Arcade,Yau Tsim Mong,28/03/2020,,638
560,Cathay Pacific City,Islands,28/03/2020,,641
561,23 Yip Kan Street,Southern,28/03/2020,,"719, 801, 849"
562,Tung Chung Health Centre,Islands,28/03/2020,,743
563,Hang On Building,Wong Tai Sin,28/03/2020,,755
564,Allways Center,Wan Chai,28/03/2020,,769
565,Langham Place Office Tower,Yau Tsim Mong,28/03/2020,,796
566,Che Wah Buildilng,Wong Tai Sin,28/03/2020,,797
567,Plaza Hollywood,Wong Tai Sin,28/03/2020,,835
568,Shinyam Commercial Building,Wan Chai,28/03/2020,,840
569,Police Sports and Recreation Club,Yau Tsim Mong,29/03/2020,,663
570,Hip Wo House,Kwun Tong,29/03/2020,,718
571,Abba Shopping Mall,Southern,29/03/2020,,748
572,Tung Po Mansion,Eastern,29/03/2020,,750
573,10 Shau Kei Wan Main Street East,Eastern,29/03/2020,,750
574,Oliv,Wan Chai,29/03/2020,,769
575,Kam Po Court,Sai Kung,29/03/2020,,796
576,Cathay Pacific City,Islands,30/03/2020,,753
577,Hong Kong Baptist Hospital,Kowloon City,30/03/2020,,767
578,Lee Tung Avenue,Wan Chai,30/03/2020,,774
579,64 Stone Nullah Lane,Wan Chai,30/03/2020,,774
580,Man Po Building,Wong Tai Sin,30/03/2020,,797
581,The Gateway Tower 6,Yau Tsim Mong,30/03/2020,,923
582,Hang Seng Bank Headquarters Building,Central & Western,30/03/2020,,957
583,CMB Wing Lung Bank Building,Central & Western,30/03/2020,,957
584,Central Government Pier,Central & Western,31/03/2020,,717
585,Global Trade Square,Southern,31/03/2020,,719
586,Yat Tung Shopping Centre,Islands,31/03/2020,,753
587,Precious Blood Hospital,Sham Shui Po,31/03/2020,,757
588,Cheong Ip Building,Wan Chai,31/03/2020,,760
589,Ming Fung Building,Wan Chai,31/03/2020,,797
590,Prince's Building,Central & Western,31/03/2020,,812
591,Beverly Garden Shopping Centre,Sai Kung,31/03/2020,,835
592,Beverly Garden,Sai Kung,31/03/2020,,903
593,D2 Place One,Sham Shui Po,31/03/2020,,926
594,Sterling Centre,Sham Shui Po,31/03/2020,,926
595,Cheung Fat Building,Yuen Long,31/03/2020,,926
596,Human Health Clinic (Yuen Long),Yuen Long,31/03/2020,,976
597,Shek Kip Mei Reporting Centre And PTU KW Operational Base,Sham Shui Po,01/04/2020,,"663, 854"
598,Hong Kong Sanatorium & Hospital,Wan Chai,01/04/2020,,799
599,Union Hospital,Sha Tin,01/04/2020,,799
600,Westlands Centre,Eastern,01/04/2020,,"801, 960"
601,Queensway Plaza,Central & Western,01/04/2020,,863
602,Convention Plaza Shopping Arcade,Wan Chai,01/04/2020,,865
603,York Place,Wan Chai,01/04/2020,,923
604,"Kwai Tsui House, Wan Tsui Estate",Eastern,01/04/2020,,954
605,50 Wellington Street,Central & Western,02/04/2020,,865
606,38-46 Hennessy Road,Wan Chai,02/04/2020,,923
607,Wing On Plaza,Yau Tsim Mong,02/04/2020,,923
608,Wang Cheung Industrial Building,Kwun Tong,02/04/2020,,932
609,Perkins Road,Wan Chai,02/04/2020,,935
610,Li Po Chun Chambers,Central & Western,02/04/2020,,961
611,1 – 29 Tang Lung Street,Wan Chai,03/04/2020,,865
612,110-116 Jaffe Road,Wan Chai,03/04/2020,,923
613,88 Gloucester Road,Wan Chai,03/04/2020,,"923, 925"
614,Wings Building,Central & Western,03/04/2020,,957
615,Ecumenical Christian Building,Yau Tsim Mong,03/04/2020,,961
616,Lee Garden One,Wan Chai,03/04/2020,,968
617,Lee Garden Two,Wan Chai,03/04/2020,,972
618,Shun Tak Centre,Central & Western,04/04/2020,,"923, 932"
619,Windsor House,Wan Chai,05/04/2020,,"903, 925, 944"
620,Ching Long Shopping Centre,Kowloon City,05/04/2020,,925
621,57-58 Chuen Lung Village,Tsuen Wan,05/04/2020,,936
622,Bank Centre Mall,Yau Tsim Mong,05/04/2020,,936
623,New Town Plaza,Sha Tin,05/04/2020,,936
624,MOKO,Yau Tsim Mong,05/04/2020,,936
625,"Choi Chu House, Choi Yuen Estate",North,05/04/2020,,945
626,Chai Wan Municipal Services Building Chai Wan Market,Eastern,05/04/2020,,958
627,Hong Kong Adventist Hospital,Wan Chai,06/04/2020,,935
628,Shek Wu Hui Municipal Services Building,North,06/04/2020,,945
629,Union Plaza,North,06/04/2020,,945
630,Yue Wan Market,Eastern,06/04/2020,,958
631,"Administration Building, Yue Wan Estate",Eastern,06/04/2020,,958
632,Domain,Kwun Tong,06/04/2020,,960
633,121 Bonham Strand,Central & Western,06/04/2020,,971
634,Emperor Group Centre,Wan Chai,06/04/2020,,972
635,Melbourne Plaza,Central & Western,06/04/2020,,978
636,Pat Tat Industrial Building,Wong Tai Sin,06/04/2020,,978
637,The Landmark Mandarin Oriental Hotel,Central & Western,06/04/2020,,978
638,New East Ocean Centre,Yau Tsim Mong,07/04/2020,,955
639,Festival Walk,Kowloon City,07/04/2020,,955
640,176 Queen's Road,Central & Western,07/04/2020,,972
641,China Insurance Group Building,Central & Western,07/04/2020,,972
642,Golden Mansion,Yau Tsim Mong,08/04/2020,,972
643,8 Hart Avenue,Yau Tsim Mong,08/04/2020,,972
644,+WOO,Yuen Long,09/04/2020,,976
